timestamp,session_id,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,orientation_heading,gps_lat,gps_lng,step_detected,ground_truth_step_len
1700000032550,sess_02_brisk_walk,0.1225,0.3245,9.5423,-0.0315,-0.0116,-0.0078,21.48,-41.98,-12.43,306.5,40.711968,-74.006409,0,0.0
1700000032750,sess_02_brisk_walk,0.099,0.111,9.765,-0.0248,0.0085,0.0237,21.51,-42.07,-12.69,306.62,40.711968,-74.006409,0,0.0
1700000032950,sess_02_brisk_walk,0.5663,0.9697,13.8838,0.1404,0.0426,0.052,21.21,-42.27,-12.68,306.88,40.7119724,-74.0064166,1,0.806
1700000033150,sess_02_brisk_walk,0.0374,0.3037,10.2786,0.0289,-0.0001,-0.0248,21.54,-42.01,-12.05,306.75,40.7119724,-74.0064166,0,0.0
1700000033350,sess_02_brisk_walk,-0.149,0.1851,9.728,-0.0137,0.0058,0.0042,21.36,-41.61,-12.19,306.77,40.7119724,-74.0064166,0,0.0
1700000033550,sess_02_brisk_walk,-0.1593,0.1459,9.4947,-0.0254,-0.0136,-0.0188,21.29,-42.43,-11.9,306.68,40.7119724,-74.0064166,0,0.0
1700000033750,sess_02_brisk_walk,0.5623,1.0873,13.0026,0.2474,0.0267,0.0898,21.87,-41.78,-12.54,307.13,40.711977,-74.0064248,1,0.858
1700000033950,sess_02_brisk_walk,0.0675,0.3788,9.4151,0.0057,0.0029,-0.0132,21.77,-42.41,-12.48,307.06,40.711977,-74.0064248,0,0.0
1700000034150,sess_02_brisk_walk,0.003,0.1727,9.7205,-0.0385,0.0044,-0.0127,21.58,-42.45,-12.32,307.0,40.711977,-74.0064248,0,0.0
1700000034350,sess_02_brisk_walk,-0.1793,0.201,9.8491,-0.0366,-0.0175,0.0294,21.32,-41.79,-12.55,307.15,40.711977,-74.0064248,0,0.0
1700000034550,sess_02_brisk_walk,0.6801,1.2169,14.4456,0.1707,0.0447,0.0849,21.83,-41.63,-12.68,307.57,40.7119817,-74.0064328,1,0.854
1700000034750,sess_02_brisk_walk,0.1753,0.1544,10.087,-0.0434,0.0096,0.0045,21.84,-42.46,-12.0,307.59,40.7119817,-74.0064328,0,0.0
1700000034950,sess_02_brisk_walk,-0.1345,0.1493,9.452,0.0315,0.0066,0.0014,21.36,-41.72,-12.41,307.6,40.7119817,-74.0064328,0,0.0
1700000035150,sess_02_brisk_walk,-0.0243,0.2131,10.1899,-0.0037,-0.0079,0.0149,21.5,-42.37,-11.9,307.67,40.7119817,-74.0064328,0,0.0
1700000045558,sess_03_indoor_hallway,-0.0274,0.1998,9.8614,0.0231,0.0077,-0.02,21.88,-42.1,-12.06,82.35,40.7128637,-74.0068668,0,0.0
1700000045758,sess_03_indoor_hallway,0.1991,0.3257,9.8978,0.0207,0.0111,-0.0214,21.2,-41.89,-12.31,82.24,40.7128637,-74.0068668,0,0.0
1700000045958,sess_03_indoor_hallway,-0.1588,0.2609,10.1156,-0.0121,-0.0017,0.0062,21.5,-42.06,-12.31,82.27,40.7128637,-74.0068668,0,0.0
1700000046158,sess_03_indoor_hallway,0.1088,0.1037,9.7007,0.0098,0.0026,0.013,21.6,-41.77,-11.84,82.34,40.7128637,-74.0068668,0,0.0
1700000046358,sess_03_indoor_hallway,0.4137,1.0965,12.995,0.1432,0.0569,0.1412,21.1,-42.34,-12.07,83.04,40.7128644,-74.0068591,1,0.651
1700000046558,sess_03_indoor_hallway,-0.1591,0.3756,9.9216,0.029,-0.0191,0.0091,21.77,-42.23,-12.73,83.09,40.7128644,-74.0068591,0,0.0
1700000046758,sess_03_indoor_hallway,-0.1583,0.3521,9.3028,0.0411,-0.0151,-0.0158,21.17,-42.41,-11.96,83.01,40.7128644,-74.0068591,0,0.0
1700000046958,sess_03_indoor_hallway,-0.0754,0.1682,9.6086,0.0108,-0.0048,0.0147,21.21,-41.81,-12.2,83.08,40.7128644,-74.0068591,0,0.0
1700000047158,sess_03_indoor_hallway,0.5073,1.4045,12.5385,0.2384,0.0479,0.0981,21.59,-42.57,-11.89,83.57,40.7128651,-74.0068507,1,0.713
1700000047358,sess_03_indoor_hallway,0.0311,0.1497,9.5079,-0.0466,-0.0075,0.0168,21.28,-42.38,-12.59,83.66,40.7128651,-74.0068507,0,0.0
1700000047558,sess_03_indoor_hallway,0.1902,0.2377,9.8282,0.0057,0.0144,0.0021,21.18,-42.3,-12.49,83.67,40.7128651,-74.0068507,0,0.0
1700000047758,sess_03_indoor_hallway,-0.0293,0.3399,9.6868,-0.0151,-0.0013,0.0075,21.38,-41.76,-12.21,83.71,40.7128651,-74.0068507,0,0.0
1700000047958,sess_03_indoor_hallway,0.657,1.1694,12.8981,0.1802,0.0489,0.0997,21.1,-42.27,-12.72,84.2,40.7128658,-74.0068424,1,0.701
1700000048158,sess_03_indoor_hallway,-0.0911,0.3692,10.1139,0.0027,0.012,0.0287,21.84,-41.73,-12.39,84.35,40.7128658,-74.0068424,0,0.0
1700000048358,sess_03_indoor_hallway,-0.0984,0.1588,9.8721,0.0006,0.0038,-0.0096,21.57,-41.71,-12.24,84.3,40.7128658,-74.0068424,0,0.0
1700000048558,sess_03_indoor_hallway,0.1221,0.3966,10.075,0.0103,0.0123,0.0278,21.94,-42.46,-12.39,84.44,40.7128658,-74.0068424,0,0.0
1700000048758,sess_03_indoor_hallway,0.3435,1.2433,12.958,0.2104,0.0709,0.0623,21.64,-41.9,-11.89,84.75,40.7128664,-74.006834,1,0.71
1700000048958,sess_03_indoor_hallway,-0.0657,0.3475,9.9597,-0.0137,-0.0186,0.0198,21.35,-41.83,-12.44,84.85,40.7128664,-74.006834,0,0.0
1700000049158,sess_03_indoor_hallway,-0.1122,0.3924,10.2433,0.028,-0.0154,0.0039,21.99,-42.13,-12.62,84.87,40.7128664,-74.006834,0,0.0
1700000049358,sess_03_indoor_hallway,0.005,0.3225,9.7917,0.0199,-0.0039,-0.0169,21.65,-42.18,-12.67,84.78,40.7128664,-74.006834,0,0.0
1700000049558,sess_03_indoor_hallway,0.6456,1.2782,14.1111,0.2234,0.0518,0.1315,21.07,-42.19,-12.3,85.44,40.7128669,-74.0068259,1,0.68
1700000049758,sess_03_indoor_hallway,-0.1574,0.142,10.0742,-0.0236,-0.0093,0.0139,21.25,-41.97,-12.31,85.51,40.7128669,-74.0068259,0,0.0
1700000049958,sess_03_indoor_hallway,0.1352,0.2213,9.898,0.0271,-0.0031,-0.0088,21.96,-42.42,-12.71,85.47,40.7128669,-74.0068259,0,0.0
1700000050158,sess_03_indoor_hallway,-0.1727,0.3511,10.1352,-0.0063,0.0166,0.0133,21.61,-41.65,-12.4,85.53,40.7128669,-74.0068259,0,0.0
1700000050358,sess_03_indoor_hallway,0.3675,1.1386,14.2182,0.1405,0.0524,0.0662,21.85,-41.64,-12.65,85.87,40.7128673,-74.0068175,1,0.707
1700000050558,sess_03_indoor_hallway,-0.0103,0.2033,9.958,-0.0148,-0.0035,0.0123,21.6,-42.14,-12.72,85.93,40.7128673,-74.0068175,0,0.0
1700000050758,sess_03_indoor_hallway,-0.1991,0.3903,9.3033,-0.0495,-0.0159,-0.0111,21.81,-41.64,-12.01,85.87,40.7128673,-74.0068175,0,0.0
1700000050958,sess_03_indoor_hallway,0.0085,0.126,10.0387,0.0458,0.0103,0.0083,21.76,-41.88,-12.16,85.91,40.7128673,-74.0068175,0,0.0
1700000051158,sess_03_indoor_hallway,0.7517,1.2527,14.2712,0.204,0.0231,0.117,21.59,-41.6,-12.24,86.5,40.7128677,-74.0068099,1,0.644
1700000051358,sess_03_indoor_hallway,-0.0749,0.1362,9.7779,0.0231,-0.0123,-0.0231,21.42,-41.8,-12.05,86.38,40.7128677,-74.0068099,0,0.0
1700000051558,sess_03_indoor_hallway,-0.0179,0.2567,9.2759,0.0145,0.006,-0.0081,21.56,-42.12,-11.92,86.34,40.7128677,-74.0068099,0,0.0
1700000051758,sess_03_indoor_hallway,-0.0236,0.2213,9.8463,0.0072,0.0122,0.0023,21.66,-41.86,-12.28,86.35,40.7128677,-74.0068099,0,0.0
1700000051958,sess_03_indoor_hallway,0.7383,1.0923,13.1636,0.1693,0.0794,0.05,21.38,-41.67,-12.73,86.6,40.712868,-74.0068021,1,0.655
1700000052158,sess_03_indoor_hallway,-0.1789,0.1266,9.2214,-0.0462,-0.0008,0.0048,21.27,-42.2,-12.71,86.63,40.712868,-74.0068021,0,0.0
1700000052358,sess_03_indoor_hallway,0.009,0.3197,9.6136,-0.0497,-0.0013,-0.0122,21.85,-41.88,-12.21,86.57,40.712868,-74.0068021,0,0.0
1700000052558,sess_03_indoor_hallway,0.1641,0.1135,9.5427,-0.0391,-0.0043,-0.0225,21.96,-41.8,-12.54,86.45,40.712868,-74.0068021,0,0.0
1700000052758,sess_03_indoor_hallway,0.7912,1.4189,13.4871,0.1901,0.0742,0.1489,21.06,-42.2,-11.96,87.2,40.7128683,-74.0067938,1,0.699
1700000052958,sess_03_indoor_hallway,0.1323,0.1361,9.4867,-0.0453,-0.0046,-0.0278,21.96,-41.77,-12.0,87.06,40.7128683,-74.0067938,0,0.0
1700000053158,sess_03_indoor_hallway,-0.1135,0.2555,9.9657,0.0097,0.001,-0.0144,21.52,-42.11,-11.8,86.99,40.7128683,-74.0067938,0,0.0
1700000053358,sess_03_indoor_hallway,-0.0146,0.2869,10.2869,0.0248,-0.0186,0.0237,21.86,-42.14,-12.41,87.11,40.7128683,-74.0067938,0,0.0
1700000043642,sess_04_turn_and_stop,0.1238,0.2966,10.2446,0.0051,-0.0165,-0.0055,21.37,-42.34,-12.08,344.01,40.712059,-74.0052225,0,0.0
1700000043842,sess_04_turn_and_stop,-0.1676,0.1661,9.8051,0.0183,-0.017,0.0211,21.5,-42.12,-12.21,344.11,40.712059,-74.0052225,0,0.0
1700000044042,sess_04_turn_and_stop,-0.0609,0.3034,10.1996,0.0066,-0.0093,0.0227,21.8,-41.94,-11.95,344.23,40.712059,-74.0052225,0,0.0
1700000044242,sess_04_turn_and_stop,0.0833,0.3511,10.2508,0.0197,0.0072,0.0071,21.75,-42.44,-11.92,344.26,40.712059,-74.0052225,0,0.0
1700000044442,sess_04_turn_and_stop,0.3146,1.3781,14.0537,0.1193,0.0401,0.1244,21.82,-41.77,-12.29,344.88,40.7120651,-74.0052247,1,0.703
1700000044642,sess_04_turn_and_stop,-0.0852,0.2851,9.2177,0.0481,0.0053,-0.0144,21.63,-42.06,-12.02,344.81,40.7120651,-74.0052247,0,0.0
1700000044842,sess_04_turn_and_stop,0.1044,0.2624,9.3384,0.0463,-0.0063,0.008,21.93,-42.5,-11.86,344.85,40.7120651,-74.0052247,0,0.0
1700000045042,sess_04_turn_and_stop,-0.1729,0.1903,10.0355,0.0208,-0.0173,0.0049,21.35,-41.98,-12.75,344.88,40.7120651,-74.0052247,0,0.0
1700000045242,sess_04_turn_and_stop,0.7867,1.4782,14.0531,0.2124,0.0278,0.1258,21.02,-42.28,-12.31,345.5,40.7120712,-74.0052267,1,0.692
1700000045442,sess_04_turn_and_stop,0.0733,0.2338,10.1345,-0.0226,0.0199,-0.0044,21.45,-42.44,-12.01,345.48,40.7120712,-74.0052267,0,0.0
1700000045642,sess_04_turn_and_stop,-0.1117,0.1247,10.0424,0.018,0.0062,-0.0136,21.95,-42.45,-12.37,345.41,40.7120712,-74.0052267,0,0.0
1700000045842,sess_04_turn_and_stop,-0.0321,0.2916,10.3423,-0.0102,-0.009,0.029,21.41,-41.71,-12.57,345.56,40.7120712,-74.0052267,0,0.0
1700000046042,sess_04_turn_and_stop,0.3156,1.2562,12.7362,0.1553,0.0719,0.0973,21.19,-41.73,-12.02,346.05,40.7120779,-74.0052289,1,0.767
1700000046242,sess_04_turn_and_stop,0.1379,0.3283,10.1351,0.0126,-0.0148,-0.028,21.92,-41.98,-12.0,345.91,40.7120779,-74.0052289,0,0.0
1700000046442,sess_04_turn_and_stop,-0.1531,0.1376,9.7878,0.0186,-0.0028,-0.018,21.49,-42.54,-12.22,345.82,40.7120779,-74.0052289,0,0.0
1700000046642,sess_04_turn_and_stop,0.119,0.1931,9.5328,-0.0045,-0.0195,-0.0257,21.39,-42.12,-12.2,345.69,40.7120779,-74.0052289,0,0.0
1700000046842,sess_04_turn_and_stop,0.6475,1.4021,12.8933,0.217,0.0224,0.0981,21.24,-41.61,-12.66,346.18,40.712084,-74.0052309,1,0.698
1700000047042,sess_04_turn_and_stop,0.0473,0.3107,9.8087,0.006,-0.0196,-0.0104,21.52,-42.51,-12.45,346.13,40.712084,-74.0052309,0,0.0
1700000047242,sess_04_turn_and_stop,-0.1686,0.2191,9.2498,-0.0367,0.0027,0.0114,21.8,-42.4,-12.63,346.18,40.712084,-74.0052309,0,0.0
1700000047442,sess_04_turn_and_stop,0.0546,0.3119,9.3355,-0.0468,0.0174,-0.0269,21.54,-41.89,-11.93,346.05,40.712084,-74.0052309,0,0.0
1700000047642,sess_04_turn_and_stop,0.7009,1.0376,13.7382,0.2222,0.0248,0.1395,21.82,-42.15,-12.16,346.75,40.7120904,-74.0052329,1,0.734
1700000047842,sess_04_turn_and_stop,0.0926,0.1245,9.8417,-0.044,-0.0101,-0.0204,21.87,-42.38,-11.82,346.64,40.7120904,-74.0052329,0,0.0
1700000048042,sess_04_turn_and_stop,-0.1272,0.3369,9.6143,0.0159,-0.0001,0.0033,21.72,-42.37,-11.8,346.66,40.7120904,-74.0052329,0,0.0
1700000048242,sess_04_turn_and_stop,0.0601,0.1599,10.3798,0.018,-0.0171,-0.0282,21.26,-42.14,-11.93,346.52,40.7120904,-74.0052329,0,0.0
1700000048442,sess_04_turn_and_stop,0.6714,1.0978,13.7643,0.1519,0.0423,0.1488,21.87,-42.02,-12.36,347.26,40.7120965,-74.0052347,1,0.693
1700000048642,sess_04_turn_and_stop,-0.0053,0.362,10.0803,0.0401,-0.0031,-0.0134,21.59,-41.69,-12.59,347.2,40.7120965,-74.0052347,0,0.0
1700000048842,sess_04_turn_and_stop,0.0526,0.3199,9.9576,-0.0368,0.0086,0.0245,21.18,-42.36,-11.83,347.32,40.7120965,-74.0052347,0,0.0
1700000049042,sess_04_turn_and_stop,0.1418,0.2477,9.4272,-0.0253,0.0148,-0.0033,21.51,-42.24,-12.21,347.3,40.7120965,-74.0052347,0,0.0
1700000049242,sess_04_turn_and_stop,0.4955,1.4786,12.637,0.1387,0.0594,0.0825,21.13,-41.63,-12.35,347.72,40.7121031,-74.0052366,1,0.752
1700000049442,sess_04_turn_and_stop,-0.1706,0.1509,9.4933,0.002,-0.0065,0.0197,21.43,-42.35,-12.18,347.81,40.7121031,-74.0052366,0,0.0
1700000049642,sess_04_turn_and_stop,-0.1332,0.1503,10.0581,-0.0463,0.0095,0.0098,21.47,-41.76,-11.99,347.86,40.7121031,-74.0052366,0,0.0
1700000049842,sess_04_turn_and_stop,0.1473,0.1618,9.9124,-0.0388,-0.0092,-0.0266,21.53,-41.66,-12.76,347.73,40.7121031,-74.0052366,0,0.0
1700000050042,sess_04_turn_and_stop,0.5261,1.4537,12.5542,0.1474,0.0504,0.0542,21.99,-41.63,-12.8,348.0,40.7121093,-74.0052384,1,0.702
1700000050242,sess_04_turn_and_stop,0.0556,0.3604,10.3522,-0.0045,0.0006,-0.0007,21.67,-42.46,-12.77,348.0,40.7121093,-74.0052384,0,0.0
1700000050442,sess_04_turn_and_stop,0.0819,0.1606,9.5795,0.0173,0.0188,-0.0244,21.67,-42.16,-11.93,347.88,40.7121093,-74.0052384,0,0.0
1700000050642,sess_04_turn_and_stop,0.0771,0.3514,9.4226,0.0445,0.0073,-0.0002,21.62,-41.73,-12.23,347.88,40.7121093,-74.0052384,0,0.0
1700000050842,sess_04_turn_and_stop,0.7655,1.2827,12.3708,0.2015,0.0329,0.1159,21.65,-42.49,-12.14,348.45,40.7121157,-74.0052401,1,0.722
1700000051042,sess_04_turn_and_stop,-0.1807,0.3932,10.4093,-0.0093,0.0148,0.0169,21.57,-41.86,-11.92,348.54,40.7121157,-74.0052401,0,0.0
1700000051242,sess_04_turn_and_stop,-0.0692,0.3003,9.695,0.0308,0.0105,0.0179,21.44,-41.78,-12.68,348.63,40.7121157,-74.0052401,0,0.0
1700000051442,sess_04_turn_and_stop,-0.1977,0.1974,9.8634,-0.0134,-0.0042,0.0117,21.39,-42.15,-12.56,348.69,40.7121157,-74.0052401,0,0.0
